Experiment	RNA editing site	Location	Gene	dFI	p-value	FDR
ND-MSC-mir138-KD	chr8:22271475	intronic	SLC39A14	-0.411184211	3.54E-06	0.002844944
ND-MSC-mir138-KD	chr8:23045867	upstream	RP11-1149O23.2	0.287719298	0.000352646	0.027676195
ND-MSC-mir138-KD	chr8:30600132	intergenic	"GSR,UBXN8"	-0.266826923	3.68E-05	0.008569628
ND-MSC-mir138-KD	chr8:30600145	intergenic	"GSR,UBXN8"	-0.602434077	6.51E-07	0.001095006
ND-MSC-mir138-KD	chr8:37998114	downstream	ASH2L	0.418518519	5.33E-06	0.003584
ND-MSC-mir138-KD	chr8:38074228	intergenic	"BAG4,DDHD2"	-0.636363636	5.14E-08	0.000296129
ND-MSC-mir138-KD	chr8:38074229	intergenic	"BAG4,DDHD2"	-0.409090909	7.57E-05	0.012833144
ND-MSC-mir138-KD	chr8:38076250	intergenic	"BAG4,DDHD2"	0.321428571	9.23E-05	0.014055545
ND-MSC-mir138-KD	chr8:38078146	intergenic	"BAG4,DDHD2"	0.273076923	3.49E-05	0.008390333
ND-MSC-mir138-KD	chr8:38096636	intronic	DDHD2	0.19047619	0.000432873	0.030502848
ND-MSC-mir138-KD	chr8:38099310	intronic	DDHD2	0.371794872	0.000272083	0.02417457
ND-MSC-mir138-KD	chr8:38122612	intronic	PPAPDC1B	-0.158045977	0.000143779	0.017386879
ND-MSC-mir138-KD	chr8:38828267	ncRNA_intronic	CTD-2544N14.3	0.156367326	0.000556382	0.034689758
ND-MSC-mir138-KD	chr8:38830557	UTR3	PLEKHA2	0.124038426	0.000621741	0.037197932
ND-MSC-mir138-KD	chr8:42388914	intronic	SLC20A2	0.196759259	0.000428534	0.030455112
ND-MSC-mir138-KD	chr8:42389202	intronic	SLC20A2	0.174016121	0.000126263	0.016168967
ND-MSC-mir138-KD	chr8:42878121	UTR3	HOOK3	-0.216666667	0.001033846	0.048282491
ND-MSC-mir138-KD	chr8:48698074	intronic	PRKDC	0.472527473	0.000132445	0.016670045
ND-MSC-mir138-KD	chr8:52733773	intronic	PCMTD1	-0.327380952	0.000192696	0.020085947
ND-MSC-mir138-KD	chr8:56739237	intergenic	"TGS1,LYN"	-0.4375	0.000479677	0.03215265
ND-MSC-mir138-KD	chr8:56739642	intergenic	"TGS1,LYN"	-0.3375	7.70E-05	0.012890737
ND-MSC-mir138-KD	chr8:56739750	intergenic	"TGS1,LYN"	0.304761905	0.000160428	0.018210093
ND-MSC-mir138-KD	chr8:56740121	intergenic	"TGS1,LYN"	0.332167832	5.24E-05	0.010752698
ND-MSC-mir138-KD	chr8:56980919	UTR3	RPS20	-0.15437788	0.000954606	0.046418184
ND-MSC-mir138-KD	chr8:56983044	intronic	RPS20	-0.139566396	0.000779282	0.041792082
ND-MSC-mir138-KD	chr8:67481228	intronic	MYBL1	-0.515384615	8.02E-06	0.004151707
ND-MSC-mir138-KD	chr8:70559377	intronic	SULF1	0.417582418	0.000624456	0.037279096
ND-MSC-mir138-KD	chr8:95804641	ncRNA_intronic	KB-1608C10.2	-0.23089701	0.000109187	0.014922924
ND-MSC-mir138-KD	chr8:95804737	ncRNA_intronic	KB-1608C10.2	-0.488095238	3.10E-05	0.008194344
ND-MSC-mir138-KD	chr8:99055492	ncRNA_exonic	KB-1208A12.3	0.335833333	9.87E-05	0.014355289
ND-MSC-mir138-KD	chr9:103217032	intronic	"MSANTD3-TMEFF1,TMEFF1"	-0.217171717	0.000210199	0.021136399
ND-MSC-mir138-KD	chr9:113008157	intronic	TXN	0.45841785	3.17E-07	0.000711156
ND-MSC-mir138-KD	chr9:113008309	intronic	TXN	0.273504274	0.000971079	0.046910958
ND-MSC-mir138-KD	chr9:115237546	intergenic	"HSDL2,C9orf147"	0.189792663	8.14E-05	0.013438822
ND-MSC-mir138-KD	chr9:116077465	UTR3	WDR31	-0.416666667	0.000417118	0.030087783
ND-MSC-mir138-KD	chr9:125579547	intergenic	"OR1K1,PDCL"	-0.311111111	0.000490044	0.032395224
ND-MSC-mir138-KD	chr9:125579572	intergenic	"OR1K1,PDCL"	-0.516666667	0.000254509	0.023307773
ND-MSC-mir138-KD	chr9:125788393	intronic	RABGAP1	-0.3875	0.000110334	0.0149478
ND-MSC-mir138-KD	chr9:127978478	intronic	RABEPK	0.474025974	0.000661389	0.038300552
ND-MSC-mir138-KD	chr9:130567603	intronic	FPGS	0.413461538	0.000222023	0.021856938
ND-MSC-mir138-KD	chr9:130669315	downstream	ST6GALNAC4	-0.438461538	6.47E-06	0.003833201
ND-MSC-mir138-KD	chr9:131067836	upstream	RP11-339B21.15	0.146941109	0.000465635	0.031644374
ND-MSC-mir138-KD	chr9:131068097	upstream	RP11-339B21.15	-0.186459489	0.000427742	0.030438797
ND-MSC-mir138-KD	chr9:131070452	downstream	TRUB2	0.237681159	0.000598528	0.036252695
ND-MSC-mir138-KD	chr9:131070607	downstream	TRUB2	-0.231684982	0.000741902	0.040541967
ND-MSC-mir138-KD	chr9:131071114	downstream	TRUB2	0.299489507	0.0007889	0.041968231
ND-MSC-mir138-KD	chr9:131091778	intronic	COQ4	0.313341493	0.000218805	0.021591061
ND-MSC-mir138-KD	chr9:131092400	intronic	COQ4	-0.288421053	0.000682837	0.038843528
ND-MSC-mir138-KD	chr9:131125643	intergenic	"SLC27A4,URM1"	0.497326203	5.32E-06	0.003584
ND-MSC-mir138-KD	chr9:131278789	intronic	GLE1	0.291497976	0.000762439	0.041157244
ND-MSC-mir138-KD	chr9:131279359	intronic	GLE1	-0.254761905	0.000103469	0.014553541
ND-MSC-mir138-KD	chr9:131751234	intronic	NUP188	0.461538462	1.16E-05	0.005192873
ND-MSC-mir138-KD	chr9:131751494	intronic	NUP188	0.356037152	0.000824905	0.0429624
ND-MSC-mir138-KD	chr9:132274355	ncRNA_exonic	LINC00963	0.207692308	0.000201493	0.020653902
ND-MSC-mir138-KD	chr9:132571074	intronic	TOR1B	0.266666667	0.000170925	0.018947241
ND-MSC-mir138-KD	chr9:133581851	intergenic	"EXOSC2,ABL1"	0.407484407	0.000468472	0.031660354
ND-MSC-mir138-KD	chr9:139729157	intronic	RABL6	0.333732057	4.45E-06	0.00333795
ND-MSC-mir138-KD	chr9:140103239	intronic	NDOR1	-0.483516484	0.000342218	0.027314602
ND-MSC-mir138-KD	chr9:140504897	intronic	ARRDC1	-0.289289289	0.000381051	0.028746982
ND-MSC-mir138-KD	chr9:140511613	intronic	C9orf37	0.242424242	0.000211799	0.021239617
ND-MSC-mir138-KD	chr9:140511641	intronic	C9orf37	0.381538462	0.000617692	0.037015489
ND-MSC-mir138-KD	chr9:33096323	intergenic	"SMU1,B4GALT1"	-0.524475524	0.000269629	0.024114086
ND-MSC-mir138-KD	chr9:33098741	intergenic	"SMU1,B4GALT1"	0.463235294	3.88E-05	0.008839057
ND-MSC-mir138-KD	chr9:35087733	downstream	PIGO	-0.328571429	0.001085792	0.049449319
ND-MSC-mir138-KD	chr9:35532623	intergenic	"ATP8B5P,RUSC2"	0.416666667	0.000112735	0.015040623
ND-MSC-mir138-KD	chr9:37505602	intergenic	"POLR1E,RP11-613M10.6"	0.344444444	0.000359654	0.027813276
ND-MSC-mir138-KD	chr9:37828074	intronic	"DCAF10,RP11-613M10.9"	0.244360902	0.000524686	0.033371805
ND-MSC-mir138-KD	chr9:4710243	downstream	AK3	-0.391608392	0.000485343	0.032301507
ND-MSC-mir138-KD	chr9:4710319	downstream	AK3	-0.651515152	7.03E-08	0.000346307
ND-MSC-mir138-KD	chr9:79092295	intronic	GCNT1	-0.333333333	0.00107742	0.049220787
ND-MSC-mir138-KD	chr9:80887095	UTR3	CEP78	-0.386554622	9.58E-05	0.014116972
ND-MSC-mir138-KD	chr9:80887216	UTR3	CEP78	0.26108871	0.000959215	0.046581087
ND-MSC-mir138-KD	chr9:91017007	intronic	SPIN1	0.354545455	1.72E-05	0.006165735
ND-MSC-mir138-KD	chr9:94054834	intronic	AUH	0.155080214	0.000497197	0.032426089
ND-MSC-mir138-KD	chr9:95604659	ncRNA_intronic	ANKRD19P	0.226890756	9.13E-05	0.014055545
ND-MSC-mir138-KD	chr9:97876284	ncRNA_exonic	RP11-80I15.4	0.354545455	0.000922517	0.045576548
ND-MSC-mir138-KD	chr9:99654044	intergenic	"ZNF782,NUTM2G"	0.354196302	0.000442193	0.030821889
ND-MSC-mir138-KD	chr9:99708834	intronic	HIATL2	0.317460317	1.58E-05	0.005937696
ND-MSC-mir138-KD	chrX:100598037	intergenic	"RNU6-934P,TIMM8A"	0.415384615	0.000142143	0.01724539
ND-MSC-mir138-KD	chrX:100598922	intergenic	"RNU6-934P,TIMM8A"	0.21474359	7.60E-05	0.012833144
ND-MSC-mir138-KD	chrX:118592474	intergenic	"Y_RNA,SLC25A5-AS1"	-0.411594203	5.06E-06	0.003500953
ND-MSC-mir138-KD	chrX:118592475	intergenic	"Y_RNA,SLC25A5-AS1"	-0.562318841	5.44E-06	0.003592337
ND-MSC-mir138-KD	chrX:118673359	UTR3	CXorf56	0.14010989	0.00090367	0.044885105
ND-MSC-mir138-KD	chrX:119568909	intronic	LAMP2	0.216666667	0.001075615	0.049199099
ND-MSC-mir138-KD	chrX:119568922	intronic	LAMP2	0.4	1.31E-05	0.005443247
ND-MSC-mir138-KD	chrX:123047240	UTR3	XIAP	0.104895961	0.000461387	0.031475028
ND-MSC-mir138-KD	chrX:15804250	UTR3	CA5B	0.235714286	0.000692788	0.039224771
ND-MSC-mir138-KD	chrX:15804251	UTR3	CA5B	0.283333333	1.98E-05	0.006558446
ND-MSC-mir138-KD	chrX:16781364	UTR3	SYAP1	0.230769231	0.001038326	0.048329844
ND-MSC-mir138-KD	chrX:24091716	intronic	EIF2S3	0.154891304	0.00020942	0.021126446
ND-MSC-mir138-KD	chrX:2824462	UTR3	ARSD	0.211721612	0.001098218	0.04975295
ND-MSC-mir138-KD	chrX:30852892	ncRNA_intronic	TAB3-AS1	-0.363636364	0.000439507	0.030732301
ND-MSC-mir138-KD	chrX:3731872	intergenic	"PRKX,RP11-706O15.1"	0.390168971	0.000871255	0.044052276
ND-MSC-mir138-KD	chrX:38035970	intronic	"SRPX,TM4SF2"	0.256410256	0.000634512	0.037470709
ND-MSC-mir138-KD	chrX:46358274	UTR3	ZNF674	-0.3	0.000239644	0.022708754
ND-MSC-mir138-KD	chrX:47068714	UTR5	UBA1	0.2	0.000416818	0.030087783
ND-MSC-mir138-KD	chrX:48436840	UTR3	RBM3	0.45	0.000102984	0.014553541
ND-MSC-mir138-KD	chrX:48438878	ncRNA_intronic	RP11-1148L6.5	0.263605442	9.15E-05	0.014055545
ND-MSC-mir138-KD	chrX:49090618	upstream	CACNA1F	0.454545455	0.000732864	0.040295532
ND-MSC-mir138-KD	chrX:53097689	intronic	GPR173	0.371428571	0.001031877	0.048271266
ND-MSC-mir138-KD	chrX:54590066	intergenic	"GNL3L,ITIH6"	0.320512821	0.001035026	0.048282491
ND-MSC-mir138-KD	chrX:54591350	intergenic	"GNL3L,ITIH6"	0.131631521	0.000901414	0.044863374
ND-MSC-mir138-KD	chrX:70275962	intergenic	"RNU1-56P,SNX12"	0.193277311	0.000494939	0.032417277
ND-MSC-mir138-KD	chrX:70276146	intergenic	"RNU1-56P,SNX12"	-0.378787879	0.00023142	0.0221851
ND-MSC-mir138-KD	chrX:70513723	intronic	NONO	-0.295238095	0.001079772	0.049274592
ND-MSC-mir138-KD	chrX:73211793	ncRNA_intronic	JPX	-0.423809524	8.63E-05	0.013856201
ND-MSC-mir138-KD	chrX:73211862	ncRNA_intronic	JPX	-0.27826087	0.000427397	0.030438797
ND-MSC-mir138-KD	chrX:73428094	ncRNA_intronic	RP3-368A4.5	0.309597523	9.40E-05	0.014089757
ND-MSC-mir138-KD	chrX:73428241	ncRNA_intronic	RP3-368A4.5	-0.361764706	7.37E-06	0.004011831
ND-MSC-mir138-KD	chrX:73428245	ncRNA_intronic	RP3-368A4.5	-0.352941176	0.000102158	0.014553541
ND-MSC-mir138-KD	chrX:73428247	ncRNA_intronic	RP3-368A4.5	-0.352941176	0.000103258	0.014553541
ND-MSC-mir138-KD	chrX:73428309	ncRNA_intronic	RP3-368A4.5	-0.351190476	9.23E-05	0.014055545
ND-MSC-mir138-KD	chrX:73441443	ncRNA_intronic	RP3-368A4.5	-0.341176471	0.00019091	0.019945152
ND-MSC-mir138-KD	chrX:77083552	UTR3	MAGT1	0.074566695	0.000811246	0.042550451
ND-MSC-mir138-KD	chrX:99915634	intronic	SRPX2	0.551282051	3.08E-05	0.008194344
ND-MSC-mir138-KD	chrX:99915642	intronic	SRPX2	0.573717949	1.90E-07	0.000577605
ND-MSC-mir138-KD	chrY:7242082	ncRNA_intronic	PRKY	0.746153846	1.70E-07	0.000577605
PANC-1-mir100-OE	chr6:150046638	UTR3	NUP43	0.55	2.99E-06	0.012071048
PANC-1-mir125b-OE	chr1:46163015	upstream	RP11-767N6.7	0.628571429	5.04E-06	0.019746276
PANC-1-mir125b-OE	chr19:39917852	ncRNA_exonic	CTB-60E11.4	-0.473856209	1.33E-05	0.026113823
QSG-mir150-5p-OE	chr1:150077158	intronic	VPS45	-0.457983193	4.89E-05	0.039845355
QSG-mir150-5p-OE	chr1:150579997	intronic	ENSA	-0.586666667	1.97E-06	0.00913431
QSG-mir150-5p-OE	chr1:151843635	intergenic	"THEM5,THEM4"	0.542857143	0.000138216	0.048924999
QSG-mir150-5p-OE	chr1:204087672	intronic	SOX13	0.411111111	6.44E-05	0.042893887
QSG-mir150-5p-OE	chr1:33256039	intronic	YARS	0.433043478	6.85E-05	0.042893887
QSG-mir150-5p-OE	chr1:33299102	intronic	S100PBP	-0.480519481	6.37E-05	0.042893887
QSG-mir150-5p-OE	chr1:3730332	UTR3	CEP104	0.420890937	0.00012449	0.04559868
QSG-mir150-5p-OE	chr1:43242837	intronic	C1orf50	0.357843137	0.000117819	0.04559868
QSG-mir150-5p-OE	chr10:12194805	intronic	SEC61A2	-0.625641026	3.29E-05	0.034353505
QSG-mir150-5p-OE	chr10:30066042	intergenic	"SVIL,KIAA1462"	0.289002558	8.81E-05	0.045298817
QSG-mir150-5p-OE	chr11:124652349	intronic	MSANTD2	-0.416666667	0.000124282	0.04559868
QSG-mir150-5p-OE	chr11:66561010	intronic	C11orf80	-0.592105263	9.15E-05	0.04559868
QSG-mir150-5p-OE	chr11:88055689	UTR3	CTSC	-0.63562753	3.50E-05	0.034353505
QSG-mir150-5p-OE	chr12:110816875	intronic	ANAPC7	-0.439205955	3.41E-05	0.034353505
QSG-mir150-5p-OE	chr12:110929135	UTR3	VPS29	0.5	6.41E-05	0.042893887
QSG-mir150-5p-OE	chr12:133687318	intergenic	"ZNF140,CTD-2140B24.6"	0.330952381	0.000111967	0.04559868
QSG-mir150-5p-OE	chr12:2946888	intergenic	"NRIP2,AC005841.1"	-0.564935065	2.64E-05	0.030385089
QSG-mir150-5p-OE	chr12:2965661	intronic	AC005841.1	-0.618181818	0.000105075	0.04559868
QSG-mir150-5p-OE	chr12:64802016	intronic	XPOT	-0.383333333	9.56E-05	0.04559868
QSG-mir150-5p-OE	chr13:33089453	intronic	N4BP2L2	0.463815789	3.09E-05	0.034270333
QSG-mir150-5p-OE	chr14:20834436	UTR3	TEP1	0.466666667	2.38E-06	0.009339374
QSG-mir150-5p-OE	chr14:23439229	intronic	RP11-298I3.5	0.615384615	6.85E-07	0.00913431
QSG-mir150-5p-OE	chr14:24670876	intronic	TM9SF1	-0.474025974	0.000109654	0.04559868
QSG-mir150-5p-OE	chr14:34907158	intronic	SPTSSA	0.255060729	3.49E-05	0.034353505
QSG-mir150-5p-OE	chr14:39794770	intronic	"CTAGE5,RP11-407N17.3"	-0.495614035	2.25E-05	0.028653445
QSG-mir150-5p-OE	chr14:45600600	intronic	FKBP3	0.580952381	0.00012013	0.04559868
QSG-mir150-5p-OE	chr15:44801584	intronic	CTDSPL2	-0.659090909	3.20E-06	0.01076568
QSG-mir150-5p-OE	chr15:64651038	intronic	CTD-2116N17.1	0.4375	6.43E-06	0.015418105
QSG-mir150-5p-OE	chr15:64654178	intronic	CTD-2116N17.1	-0.428571429	0.000105006	0.04559868
QSG-mir150-5p-OE	chr16:11110445	intronic	CLEC16A	-0.527777778	3.93E-05	0.03672664
QSG-mir150-5p-OE	chr16:1403088	intronic	GNPTG	0.461904762	7.82E-05	0.044184786
QSG-mir150-5p-OE	chr16:1419250	intronic	UNKL	0.317738791	9.92E-05	0.04559868
QSG-mir150-5p-OE	chr16:21873170	intergenic	"NPIPB4,RP11-645C24.2"	0.488235294	8.67E-05	0.045298817
QSG-mir150-5p-OE	chr16:21875821	intergenic	"NPIPB4,RP11-645C24.2"	-0.194444444	6.33E-05	0.042893887
QSG-mir150-5p-OE	chr16:23526051	intergenic	"GGA2,EARS2"	0.285714286	7.48E-05	0.043649131
QSG-mir150-5p-OE	chr16:23532355	downstream	EARS2	0.392045455	5.31E-05	0.041704443
QSG-mir150-5p-OE	chr16:264159	intronic	LUC7L	0.391812865	5.51E-05	0.042495615
QSG-mir150-5p-OE	chr16:29515743	ncRNA_intronic	SNX29P2	0.467592593	0.0001022	0.04559868
QSG-mir150-5p-OE	chr16:29515744	ncRNA_intronic	SNX29P2	0.527233115	0.000124595	0.04559868
QSG-mir150-5p-OE	chr16:4398936	intronic	"CORO7-PAM16,PAM16"	0.479638009	9.64E-05	0.04559868
QSG-mir150-5p-OE	chr16:50139717	ncRNA_intronic	RP11-429P3.5	-0.407843137	0.000111976	0.04559868
QSG-mir150-5p-OE	chr16:67718224	intronic	GFOD2	-0.6	2.30E-05	0.028653445
QSG-mir150-5p-OE	chr16:85015803	intronic	ZDHHC7	-0.281176471	4.28E-05	0.037132948
QSG-mir150-5p-OE	chr16:8955123	intronic	CARHSP1	0.5	0.000123918	0.04559868
QSG-mir150-5p-OE	chr16:89645003	intronic	CPNE7	-0.623529412	6.56E-05	0.042893887
QSG-mir150-5p-OE	chr16:90235333	ncRNA_intronic	FAM157C	-0.442424242	6.71E-05	0.042893887
QSG-mir150-5p-OE	chr17:29225017	downstream	TEFM	-0.4375	2.39E-05	0.028653445
QSG-mir150-5p-OE	chr17:30734958	intergenic	"ZNF207,RP11-227G15.8"	-0.371052632	6.33E-05	0.042893887
QSG-mir150-5p-OE	chr17:39965561	intronic	LEPREL4	0.452488688	7.05E-05	0.042907435
QSG-mir150-5p-OE	chr17:45528068	intergenic	"EFCAB13,MRPL45P2"	-0.5875	1.11E-05	0.018472845
QSG-mir150-5p-OE	chr17:60528577	intergenic	"METTL2A,TLK2"	0.4375	6.20E-05	0.042893887
QSG-mir150-5p-OE	chr17:77725831	intergenic	"ENPP7,CBX2"	0.571428571	1.26E-06	0.00913431
QSG-mir150-5p-OE	chr17:79685790	intronic	SLC25A10	0.454545455	5.97E-05	0.042893887
QSG-mir150-5p-OE	chr18:11900229	intronic	MPPE1	0.596590909	7.38E-05	0.043649131
QSG-mir150-5p-OE	chr18:3355420	intergenic	"RP11-838N2.3,TGIF1"	0.375	3.24E-06	0.01076568
QSG-mir150-5p-OE	chr19:10918256	intronic	DNM2	-0.362758621	1.25E-05	0.019709107
QSG-mir150-5p-OE	chr19:11043549	intergenic	"C19orf52,SMARCA4"	-0.331313131	0.000113415	0.04559868
QSG-mir150-5p-OE	chr19:1372711	intronic	MUM1	-0.483333333	9.50E-05	0.04559868
QSG-mir150-5p-OE	chr19:1414278	ncRNA_intronic	CTB-25B13.13	-0.516666667	1.90E-05	0.025612829
QSG-mir150-5p-OE	chr19:19288817	intronic	"MEF2B,MEF2BNB,MEF2BNB-MEF2B"	0.333333333	9.93E-05	0.04559868
QSG-mir150-5p-OE	chr19:19581125	intronic	GATAD2A	-0.381944444	0.000101093	0.04559868
QSG-mir150-5p-OE	chr19:3008078	intronic	TLE2	0.4375	7.22E-05	0.043293166
QSG-mir150-5p-OE	chr19:34961567	downstream	UBA2	-0.48	8.56E-06	0.016618116
QSG-mir150-5p-OE	chr19:37815700	UTR5	HKR1	-0.388888889	2.38E-05	0.028653445
QSG-mir150-5p-OE	chr19:39120842	intronic	EIF3K	-0.552287582	2.12E-06	0.00913431
QSG-mir150-5p-OE	chr19:39981291	downstream	TIMM50	-0.595238095	4.30E-05	0.037132948
QSG-mir150-5p-OE	chr19:50308263	intronic	AP2A1	0.609090909	1.10E-05	0.018472845
QSG-mir150-5p-OE	chr19:52535209	UTR3	ZNF432	0.305555556	1.81E-05	0.025612829
QSG-mir150-5p-OE	chr19:58418354	UTR3	ZNF417	-0.609090909	3.20E-05	0.034353505
QSG-mir150-5p-OE	chr19:6580138	intergenic	"Y_RNA,CD70"	0.566666667	1.87E-05	0.025612829
QSG-mir150-5p-OE	chr19:9758361	downstream	ZNF562	-0.568181818	0.000116929	0.04559868
QSG-mir150-5p-OE	chr2:241994305	ncRNA_intronic	AC005237.4	-0.509090909	0.00010997	0.04559868
QSG-mir150-5p-OE	chr2:71659960	intronic	ZNF638	0.669230769	0.000123655	0.04559868
QSG-mir150-5p-OE	chr2:86252049	UTR3	POLR1A	0.37627551	1.48E-06	0.00913431
QSG-mir150-5p-OE	chr20:32861188	ncRNA_intronic	RP4-785G19.5	0.375	0.000140706	0.049401401
QSG-mir150-5p-OE	chr20:3906010	UTR3	PANK2	-0.442424242	0.000114947	0.04559868
QSG-mir150-5p-OE	chr20:44476788	intronic	ACOT8	0.461904762	8.18E-05	0.044972576
QSG-mir150-5p-OE	chr20:5568138	intronic	GPCPD1	0.368115942	7.05E-05	0.042907435
QSG-mir150-5p-OE	chr22:38338650	UTR3	MICALL1	0.427368421	9.24E-06	0.016618116
QSG-mir150-5p-OE	chr22:45546135	ncRNA_intronic	CTA-217C2.1	-0.269230769	6.85E-05	0.042893887
QSG-mir150-5p-OE	chr3:125627317	ncRNA_exonic	RP11-666A20.4	-0.547058824	2.67E-05	0.030385089
QSG-mir150-5p-OE	chr3:172056743	intronic	FNDC3B	0.536363636	0.00011047	0.04559868
QSG-mir150-5p-OE	chr3:194342605	intronic	TMEM44	0.636363636	3.72E-08	0.00160808
QSG-mir150-5p-OE	chr3:196631910	intronic	SENP5	-0.6	4.78E-06	0.012152323
QSG-mir150-5p-OE	chr3:42626010	intronic	"SEC22C,SS18L2"	0.506410256	7.68E-05	0.044184786
QSG-mir150-5p-OE	chr3:47535279	intergenic	"SCAP,ELP6"	-0.60130719	8.72E-05	0.045298817
QSG-mir150-5p-OE	chr3:48297042	intronic	ZNF589	0.659090909	1.96E-06	0.00913431
QSG-mir150-5p-OE	chr3:50134587	intronic	RBM5	-0.528571429	8.66E-05	0.045298817
QSG-mir150-5p-OE	chr3:50698792	intergenic	"MAPKAPK3,RP11-804H8.6"	0.655844156	1.65E-06	0.00913431
QSG-mir150-5p-OE	chr3:50706621	upstream	RP11-804H8.6	-0.446078431	0.00011775	0.04559868
QSG-mir150-5p-OE	chr4:120979193	UTR3	MAD2L1	0.571428571	7.09E-06	0.016104021
QSG-mir150-5p-OE	chr4:128757375	UTR3	HSPA4L	-0.394470046	4.09E-05	0.036769954
QSG-mir150-5p-OE	chr4:144463115	intronic	SMARCA5	-0.356410256	8.41E-05	0.045298817
QSG-mir150-5p-OE	chr4:3509795	UTR3	LRPAP1	0.433333333	4.43E-05	0.03728461
QSG-mir150-5p-OE	chr4:39550564	ncRNA_intronic	UGDH-AS1	0.5	1.77E-05	0.025612829
QSG-mir150-5p-OE	chr5:125898428	intronic	ALDH7A1	0.403921569	9.37E-05	0.04559868
QSG-mir150-5p-OE	chr5:134078765	intronic	CAMLG	0.373015873	0.000113347	0.04559868
QSG-mir150-5p-OE	chr5:141317665	intronic	KIAA0141	-0.45	8.23E-05	0.044972576
QSG-mir150-5p-OE	chr6:10727713	intronic	TMEM14C	-0.618181818	4.49E-05	0.03728461
QSG-mir150-5p-OE	chr6:150143381	intronic	LRP11	0.42	0.000108335	0.04559868
QSG-mir150-5p-OE	chr6:28199923	intronic	ZSCAN9	-0.466666667	3.89E-05	0.03672664
QSG-mir150-5p-OE	chr6:83984881	intronic	ME1	0.5	0.000110557	0.04559868
QSG-mir150-5p-OE	chr7:116433412	intronic	MET	0.506944444	1.28E-05	0.019709107
QSG-mir150-5p-OE	chr7:158530894	intronic	ESYT2	0.556547619	4.41E-06	0.012152323
QSG-mir150-5p-OE	chr7:2761219	intergenic	"AMZ1,GNA12"	0.559210526	0.00013613	0.048924999
QSG-mir150-5p-OE	chr7:2762018	intergenic	"AMZ1,GNA12"	-0.291118421	0.000126781	0.046008846
QSG-mir150-5p-OE	chr7:44045085	ncRNA_intronic	"AC004951.6,POLR2J4,RP5-1165K10.2"	0.480519481	7.88E-05	0.044184786
QSG-mir150-5p-OE	chr7:5370402	intronic	TNRC18	-0.513888889	0.000137102	0.048924999
QSG-mir150-5p-OE	chr7:99941094	ncRNA_intronic	"STAG3L5P,STAG3L5P-PVRIG2P-PILRB"	-0.333333333	5.19E-05	0.041530058
QSG-mir150-5p-OE	chr8:146034692	intronic	ZNF517	-0.516666667	0.000124105	0.04559868
QSG-mir150-5p-OE	chr8:146113799	intronic	ZNF250	-0.428571429	1.04E-06	0.00913431
QSG-mir150-5p-OE	chr9:114680426	intronic	UGCG	0.679487179	8.94E-06	0.016618116
QSG-mir150-5p-OE	chr9:127977701	intronic	RABEPK	-0.545454545	4.00E-05	0.03672664
QSG-mir150-5p-OE	chr9:131089602	intronic	COQ4	-0.394444444	6.26E-05	0.042893887
QSG-mir150-5p-OE	chr9:131279501	intronic	GLE1	-0.5	4.72E-06	0.012152323
QSG-mir150-5p-OE	chr9:139787211	intronic	TRAF2	0.515669516	4.58E-06	0.012152323
QSG-mir150-5p-OE	chr9:4728495	intronic	AK3	-0.564102564	6.49E-05	0.042893887
QSG-mir150-5p-OE	chr9:4738330	intronic	AK3	-0.276190476	0.000123071	0.04559868
QSG-mir150-5p-OE	chr9:96210723	intronic	FAM120AOS	0.122924632	9.14E-06	0.016618116
QSG-mir150-5p-OE	chr9:99663293	intergenic	"ZNF782,NUTM2G"	-0.302207131	9.02E-05	0.04559868
QSG-mir150-5p-OE	chrX:103369171	intronic	SLC25A53	0.595238095	8.75E-06	0.016618116
QSG-mir150-5p-OE	chrX:69363915	intronic	IGBP1	-0.444444444	0.000116761	0.04559868
QSG-mir150-5p-OE	chrX:73444959	ncRNA_intronic	RP3-368A4.5	-0.489035088	1.40E-06	0.00913431
THP-1-mir125a-5p-OE	chr1:100490000	UTR3	SLC35A3	-0.222727273	0.000302517	0.019370695
THP-1-mir125a-5p-OE	chr1:101542238	ncRNA_intronic	RP11-421L21.3	0.3375	1.11E-05	0.003283209
THP-1-mir125a-5p-OE	chr1:109497078	intronic	"AKNAD1,CLCC1"	-0.327913279	0.000172015	0.014739008
THP-1-mir125a-5p-OE	chr1:109497108	intronic	"AKNAD1,CLCC1"	-0.210526316	0.000257467	0.018346875
THP-1-mir125a-5p-OE	chr1:109606232	downstream	TAF13	0.305854241	5.08E-05	0.007727956
THP-1-mir125a-5p-OE	chr1:110098868	intronic	GNAI3	-0.178727114	0.000504801	0.024447631
THP-1-mir125a-5p-OE	chr1:110902015	intergenic	"RBM15,SLC16A4"	-0.307692308	0.000395479	0.021740035
THP-1-mir125a-5p-OE	chr1:110910010	intronic	SLC16A4	0.357142857	0.001008204	0.036226877
THP-1-mir125a-5p-OE	chr1:113415317	ncRNA_intronic	RP3-522D1.1	-0.368115942	0.000270338	0.018637188
THP-1-mir125a-5p-OE	chr1:113521771	ncRNA_intronic	RP11-31F15.1	-0.424148607	0.001433987	0.044385858
THP-1-mir125a-5p-OE	chr1:113672616	UTR3	LRIG2	0.260162602	0.001094048	0.038208627
